ID,island,new_island_record
d420f0d9c3594e30aa0eab06af13a6fc,Saipan,
d420f0d9c3594e30aa0eab06af13a6fc,Tinian,
d420f0d9c3594e30aa0eab06af13a6fc,Rota,
d420f0d9c3594e30aa0eab06af13a6fc,Guam,
6c143f3beec04c8dba1e38485808e111,Republic of Palau,new island record
6c143f3beec04c8dba1e38485808e111,Saipan,
6c143f3beec04c8dba1e38485808e111,Tinian,
6c143f3beec04c8dba1e38485808e111,Rota,
d2933b27baaa42c181c4a5abb1c8b8ea,Saipan,
d2933b27baaa42c181c4a5abb1c8b8ea,Tinian,
d2933b27baaa42c181c4a5abb1c8b8ea,Rota,
d2933b27baaa42c181c4a5abb1c8b8ea,Guam,
5f1d296999c54953848bb2174551e3a1,Saipan,
5f1d296999c54953848bb2174551e3a1,Tinian,
5f1d296999c54953848bb2174551e3a1,Rota,
5f1d296999c54953848bb2174551e3a1,Guam,
8fd5d707b87a437ca184b600065032a9,Yap State,new island record
8fd5d707b87a437ca184b600065032a9,Chuuk State,new island record
8fd5d707b87a437ca184b600065032a9,Pohnpei State,new island record
8fd5d707b87a437ca184b600065032a9,Kosrae State,new island record
695bff7afef74cdd995b75e90af0c394,Chuuk State,
695bff7afef74cdd995b75e90af0c394,Pohnpei State,
695bff7afef74cdd995b75e90af0c394,Kosrae State,
bd10e968b4f24eb3be340b83e37a9366,Saipan,
bd10e968b4f24eb3be340b83e37a9366,Tinian,
bd10e968b4f24eb3be340b83e37a9366,Rota,
4224889cbb4948df860238110b989b87,Guam,
6ab18bef7ff742208935e7fcd204460b,Republic of Palau,
afe98b9a50ec44518c1dc0ba7311c0bc,Guam,
deef9c829cc04a3da39a6385a25592e2,Pohnpei State,
deef9c829cc04a3da39a6385a25592e2,Guam,
3ad0f34974c448a08e65bc4acaf74fd6,Republic of Palau,
cb11c01f864e4d8ca49529c5b4726587,Chuuk State,new island record
cb11c01f864e4d8ca49529c5b4726587,Pohnpei State,new island record
cb11c01f864e4d8ca49529c5b4726587,Guam,
2a6ef889698c400e8947f0ec0ca71dd4,Guam,
a051653c7e56467197ca0e4075a3e86b,Saipan,
a051653c7e56467197ca0e4075a3e86b,Tinian,
a051653c7e56467197ca0e4075a3e86b,Rota,
a051653c7e56467197ca0e4075a3e86b,Guam,
01563a623e7e4383b00b92e2bf8c7ca1,Republic of Palau,
01563a623e7e4383b00b92e2bf8c7ca1,Chuuk State,
01563a623e7e4383b00b92e2bf8c7ca1,Pohnpei State,
2a9229350ded409b87e50f2d78f50ea1,Republic of Palau,
2a9229350ded409b87e50f2d78f50ea1,Yap State,
2a9229350ded409b87e50f2d78f50ea1,Pohnpei State,
2a9229350ded409b87e50f2d78f50ea1,Kosrae State,
2a9229350ded409b87e50f2d78f50ea1,Saipan,
2a9229350ded409b87e50f2d78f50ea1,Tinian,
2a9229350ded409b87e50f2d78f50ea1,Rota,
2a9229350ded409b87e50f2d78f50ea1,Guam,
20823727991f44c28570074ebc0e3c3a,Republic of Palau,
20823727991f44c28570074ebc0e3c3a,Yap State,
20823727991f44c28570074ebc0e3c3a,Saipan,
20823727991f44c28570074ebc0e3c3a,Tinian,
20823727991f44c28570074ebc0e3c3a,Rota,
20823727991f44c28570074ebc0e3c3a,Guam,
28866c8e278142c292564957f9699b43,Republic of Palau,
28866c8e278142c292564957f9699b43,Mariana Islands,
667485c35b0c457a92d279b552b235a1,Guam,
af66a91a2274407387199e6587492ae3,Saipan,
af66a91a2274407387199e6587492ae3,Tinian,
af66a91a2274407387199e6587492ae3,Rota,
2c75ed87e8a240bbb50a0857a73eaac1,Saipan,
2c75ed87e8a240bbb50a0857a73eaac1,Tinian,
2c75ed87e8a240bbb50a0857a73eaac1,Rota,
2c75ed87e8a240bbb50a0857a73eaac1,Guam,
6ed4c73b123b4caa90ee200bacab7025,Saipan,
6ed4c73b123b4caa90ee200bacab7025,Tinian,
6ed4c73b123b4caa90ee200bacab7025,Rota,
6ed4c73b123b4caa90ee200bacab7025,Guam,
19993a72fcd24723822132cd8dfe4ff6,Pohnpei State,
19993a72fcd24723822132cd8dfe4ff6,Saipan,
19993a72fcd24723822132cd8dfe4ff6,Tinian,
19993a72fcd24723822132cd8dfe4ff6,Rota,
19993a72fcd24723822132cd8dfe4ff6,Guam,
0dbfb57d20ef433d938c480edc47770a,Guam,
2a465d1644e44d2b97d192b30ac184fa,Yap State,
2a465d1644e44d2b97d192b30ac184fa,Saipan,
2a465d1644e44d2b97d192b30ac184fa,Tinian,
2a465d1644e44d2b97d192b30ac184fa,Rota,
2a465d1644e44d2b97d192b30ac184fa,Guam,
1d5d00a647bb4de4855d75e35375ccf1,Republic of Palau,
1d5d00a647bb4de4855d75e35375ccf1,Yap State,
1d5d00a647bb4de4855d75e35375ccf1,Chuuk State,
1d5d00a647bb4de4855d75e35375ccf1,Saipan,
1d5d00a647bb4de4855d75e35375ccf1,Tinian,
1d5d00a647bb4de4855d75e35375ccf1,Rota,
1d5d00a647bb4de4855d75e35375ccf1,Guam,
4b9c9883fb2c469f85c3a11c03562888,Republic of Palau,
4b9c9883fb2c469f85c3a11c03562888,Pohnpei State,
4b9c9883fb2c469f85c3a11c03562888,Guam,
d354b2c452204ee1a9fc3fab810c79da,Republic of Palau,
d354b2c452204ee1a9fc3fab810c79da,Yap State,
d354b2c452204ee1a9fc3fab810c79da,Saipan,
d354b2c452204ee1a9fc3fab810c79da,Tinian,
d354b2c452204ee1a9fc3fab810c79da,Rota,
d354b2c452204ee1a9fc3fab810c79da,Guam,
977d9b1980b249c4a021b877b2a0c965,Republic of Palau,
977d9b1980b249c4a021b877b2a0c965,Yap State,
66240662bfea4496b1c52bb524dd05d5,Republic of Palau,
66240662bfea4496b1c52bb524dd05d5,Pohnpei State,
66240662bfea4496b1c52bb524dd05d5,Saipan,
66240662bfea4496b1c52bb524dd05d5,Tinian,
66240662bfea4496b1c52bb524dd05d5,Rota,
66240662bfea4496b1c52bb524dd05d5,Guam,
d50a1033c8c3457da3a31dd7e94a823c,Guam,
a86d59152212404d8a2d72397f25cf95,Guam,
10154f80e803421990ef798a0007376e,Guam,
cb92eeb7ede24cd7a53b438c3d29834e,Guam,
6857f674ffd044ec99d7003d96cc38c7,Saipan,
6857f674ffd044ec99d7003d96cc38c7,Tinian,
6857f674ffd044ec99d7003d96cc38c7,Rota,
6857f674ffd044ec99d7003d96cc38c7,Guam,
ab68ce2cbe6344c58b083af33c38c891,Yap State,
ab68ce2cbe6344c58b083af33c38c891,Saipan,
ab68ce2cbe6344c58b083af33c38c891,Tinian,
ab68ce2cbe6344c58b083af33c38c891,Rota,
ab68ce2cbe6344c58b083af33c38c891,Guam,
3b15a6328ad64c3f87f0bd6c7009f8d2,Guam,
b4664142f6c54647bb043104d701cf91,Republic of Palau,
622d735e88d34634adf753e3bd501d8c,Republic of Palau,
0a35715070ef40ff9aa4c25f6aa10c53,Chuuk State,
0a35715070ef40ff9aa4c25f6aa10c53,Pohnpei State,
d4dfb79f978947fca95dd81f81910be6,Republic of Palau,
94fa55d5e57c48cf83147eb4942132b0,Saipan,
94fa55d5e57c48cf83147eb4942132b0,Tinian,
94fa55d5e57c48cf83147eb4942132b0,Rota,
94fa55d5e57c48cf83147eb4942132b0,Guam,
c17c651f25c14882a802eeaa5a49ce34,Saipan,
c17c651f25c14882a802eeaa5a49ce34,Tinian,
c17c651f25c14882a802eeaa5a49ce34,Rota,
c17c651f25c14882a802eeaa5a49ce34,Guam,
c54141629a5049eda7034c18a7f98f05,Chuuk State,
c54141629a5049eda7034c18a7f98f05,Pohnpei State,
c54141629a5049eda7034c18a7f98f05,Kosrae State,
c54141629a5049eda7034c18a7f98f05,Guam,
df5fd44c346748dd8645ea8ae2acb5ee,Saipan,
df5fd44c346748dd8645ea8ae2acb5ee,Tinian,
df5fd44c346748dd8645ea8ae2acb5ee,Rota,
df5fd44c346748dd8645ea8ae2acb5ee,Guam,
41747cf65b28499287475fb6f406ddfc,Pohnpei State,
87c2b42cc92348ff8b01934faccd4179,Saipan,
87c2b42cc92348ff8b01934faccd4179,Tinian,
87c2b42cc92348ff8b01934faccd4179,Rota,
87c2b42cc92348ff8b01934faccd4179,Guam,
7862869d897d45abb0b5149be1d96507,Chuuk State,
dfcf5fc7521d41b98605ffe6bd473e0d,Pohnpei State,
d20fa90f4cf143919583646e666c9c0b,Republic of Palau,
1aa743b487664ac6a1529c64a7d7761b,Chuuk State,
1aa743b487664ac6a1529c64a7d7761b,Saipan,
1aa743b487664ac6a1529c64a7d7761b,Tinian,
1aa743b487664ac6a1529c64a7d7761b,Rota,
1aa743b487664ac6a1529c64a7d7761b,Guam,
1c31133ac75b4713a656aa2e84f30035,Republic of Palau,
c7682dd3b16d49b1bc6087545c5000d9,Saipan,
c7682dd3b16d49b1bc6087545c5000d9,Tinian,
c7682dd3b16d49b1bc6087545c5000d9,Rota,
c7682dd3b16d49b1bc6087545c5000d9,Guam,
45c51a0d3dcc4a40b18ebfed4d15d881,Republic of Palau,
07233fb45dc94974a2a04af79695a123,Pohnpei State,
2b3e7a6b72f3475abdd95d80a094cc3e,Saipan,
2b3e7a6b72f3475abdd95d80a094cc3e,Tinian,
2b3e7a6b72f3475abdd95d80a094cc3e,Rota,
2b3e7a6b72f3475abdd95d80a094cc3e,Guam,
739fdd4b8ea04afeafae0fc3603c23f8,Kosrae State,
f76df2ee3da34032947394a6f7d4c232,Republic of Palau,
f76df2ee3da34032947394a6f7d4c232,Yap State,
f76df2ee3da34032947394a6f7d4c232,Chuuk State,
f76df2ee3da34032947394a6f7d4c232,Pohnpei State,
f76df2ee3da34032947394a6f7d4c232,Saipan,
f76df2ee3da34032947394a6f7d4c232,Tinian,
f76df2ee3da34032947394a6f7d4c232,Rota,
f76df2ee3da34032947394a6f7d4c232,Guam,
1dce40d66eb64ea4aa5f9692669efb5d,Republic of Palau,
1dce40d66eb64ea4aa5f9692669efb5d,Yap State,
1dce40d66eb64ea4aa5f9692669efb5d,Chuuk State,
1dce40d66eb64ea4aa5f9692669efb5d,Pohnpei State,
1dce40d66eb64ea4aa5f9692669efb5d,Kosrae State,
1dce40d66eb64ea4aa5f9692669efb5d,Guam,
dec9625df6c84029b27c5586bfa67f48,Republic of Palau,
dec9625df6c84029b27c5586bfa67f48,Yap State,
dec9625df6c84029b27c5586bfa67f48,Chuuk State,
dec9625df6c84029b27c5586bfa67f48,Kosrae State,
dec9625df6c84029b27c5586bfa67f48,Saipan,
dec9625df6c84029b27c5586bfa67f48,Tinian,
dec9625df6c84029b27c5586bfa67f48,Rota,
dec9625df6c84029b27c5586bfa67f48,Guam,
157976c2df464b74ba1099cd56055646,Guam,
c7ad1c916c7141418cce4540e6fc0228,Republic of Palau,
c7ad1c916c7141418cce4540e6fc0228,Guam,
750fb9fbe9944cfab5be0426031ff5ca,Republic of Palau,
27a172f8910044c7adec7043f6344d3a,Guam,
49a2315fbfb74a929929da1ac6c49cab,Republic of Palau,
49a2315fbfb74a929929da1ac6c49cab,Saipan,
49a2315fbfb74a929929da1ac6c49cab,Tinian,
49a2315fbfb74a929929da1ac6c49cab,Rota,
49a2315fbfb74a929929da1ac6c49cab,Guam,
a7eb60a54fb04128a6a8989041a88862,Republic of Palau,
97cd7457d2ba46aca91aa2a4faba634e,Republic of Palau,
97cd7457d2ba46aca91aa2a4faba634e,Yap State,
97cd7457d2ba46aca91aa2a4faba634e,Saipan,
97cd7457d2ba46aca91aa2a4faba634e,Tinian,
97cd7457d2ba46aca91aa2a4faba634e,Rota,
97cd7457d2ba46aca91aa2a4faba634e,Guam,
95499ae30613422ca5ab1dc739d627d2,Saipan,
95499ae30613422ca5ab1dc739d627d2,Tinian,
95499ae30613422ca5ab1dc739d627d2,Rota,
95499ae30613422ca5ab1dc739d627d2,Guam,
60a82ebf57fd410ea2e336025cacb374,Republic of Palau,
60a82ebf57fd410ea2e336025cacb374,Yap State,
1c0a64a5a3974bcea14647ae1ca82ed7,Yap State,
7009b818af5046bd86778877bfd2f264,Republic of Palau,
7009b818af5046bd86778877bfd2f264,Yap State,
7009b818af5046bd86778877bfd2f264,Chuuk State,
7009b818af5046bd86778877bfd2f264,Saipan,
7009b818af5046bd86778877bfd2f264,Tinian,
7009b818af5046bd86778877bfd2f264,Rota,
7009b818af5046bd86778877bfd2f264,Guam,
4764e8bc706a478fbeddabfdff29b9df,Chuuk State,
da8b54b6025041aebdc095ebadad7ff6,Saipan,
da8b54b6025041aebdc095ebadad7ff6,Tinian,
da8b54b6025041aebdc095ebadad7ff6,Rota,
da8b54b6025041aebdc095ebadad7ff6,Guam,
7b54a50ffd2b43829e1ffefe706a2584,Republic of Palau,
7b54a50ffd2b43829e1ffefe706a2584,Yap State,
7b54a50ffd2b43829e1ffefe706a2584,Chuuk State,
7b54a50ffd2b43829e1ffefe706a2584,Pohnpei State,
7b54a50ffd2b43829e1ffefe706a2584,Saipan,
7b54a50ffd2b43829e1ffefe706a2584,Tinian,
7b54a50ffd2b43829e1ffefe706a2584,Rota,
7b54a50ffd2b43829e1ffefe706a2584,Guam,
0444e0dc9add4c26bd1d738dc9262d20,Republic of Palau,
658efe160c6049dc8faf9a90a729e760,Republic of Palau,
658efe160c6049dc8faf9a90a729e760,Yap State,
658efe160c6049dc8faf9a90a729e760,Chuuk State,
658efe160c6049dc8faf9a90a729e760,Saipan,
658efe160c6049dc8faf9a90a729e760,Tinian,
658efe160c6049dc8faf9a90a729e760,Rota,
658efe160c6049dc8faf9a90a729e760,Guam,
df29f546323f436f904540c8b83e3fd0,Guam,
9200b52017ca4d5d913740eeacea7ba7,Republic of Palau,
9200b52017ca4d5d913740eeacea7ba7,Yap State,new island record
9200b52017ca4d5d913740eeacea7ba7,Chuuk State,
9200b52017ca4d5d913740eeacea7ba7,Pohnpei State,new island record
9200b52017ca4d5d913740eeacea7ba7,Saipan,
9200b52017ca4d5d913740eeacea7ba7,Tinian,
9200b52017ca4d5d913740eeacea7ba7,Rota,
9200b52017ca4d5d913740eeacea7ba7,Guam,
c7504dd2a8f74f789ae1009ac8decd00,Saipan,
c7504dd2a8f74f789ae1009ac8decd00,Tinian,
c7504dd2a8f74f789ae1009ac8decd00,Rota,
c7504dd2a8f74f789ae1009ac8decd00,Guam,
9a7ab749bb804ce7ac4752bab05ce510,Guam,
afdcea55b276410298e9aa0e1c3582da,Republic of Palau,
343868eb91af449c8485c630e397b986,Republic of Palau,
343868eb91af449c8485c630e397b986,Chuuk State,
343868eb91af449c8485c630e397b986,Pohnpei State,
a635c7e7a86b4d70886068874f2639ac,Republic of Palau,
a635c7e7a86b4d70886068874f2639ac,Yap State,
a635c7e7a86b4d70886068874f2639ac,Chuuk State,
a635c7e7a86b4d70886068874f2639ac,Pohnpei State,
a635c7e7a86b4d70886068874f2639ac,Kosrae State,
a635c7e7a86b4d70886068874f2639ac,Saipan,
a635c7e7a86b4d70886068874f2639ac,Tinian,
a635c7e7a86b4d70886068874f2639ac,Rota,
a635c7e7a86b4d70886068874f2639ac,Guam,
bcfdd0adbe7344c09cd273cbee9f2362,Guam,
9ff4ceefd18c4952a8c1e4748485d90e,Guam,
fbbcc90fff7a428cb72b08117a10e2a1,Pohnpei State,
e0e95cca067841feb6c34cbc827bb176,Republic of Palau,
e0e95cca067841feb6c34cbc827bb176,Yap State,
e0e95cca067841feb6c34cbc827bb176,Chuuk State,
e0e95cca067841feb6c34cbc827bb176,Pohnpei State,
e0e95cca067841feb6c34cbc827bb176,Kosrae State,
e0e95cca067841feb6c34cbc827bb176,Saipan,
e0e95cca067841feb6c34cbc827bb176,Tinian,
e0e95cca067841feb6c34cbc827bb176,Rota,
e0e95cca067841feb6c34cbc827bb176,Guam,
3d6cced3408d408aa0b56b6b5e63f617,Republic of Palau,
3d6cced3408d408aa0b56b6b5e63f617,Saipan,
3d6cced3408d408aa0b56b6b5e63f617,Tinian,
3d6cced3408d408aa0b56b6b5e63f617,Rota,
3d6cced3408d408aa0b56b6b5e63f617,Guam,
14432a8b99454177b8561ba640aae578,Republic of Palau,
14432a8b99454177b8561ba640aae578,Yap State,
14432a8b99454177b8561ba640aae578,Saipan,
14432a8b99454177b8561ba640aae578,Tinian,
14432a8b99454177b8561ba640aae578,Rota,
14432a8b99454177b8561ba640aae578,Guam,
d5805140aa11481a9079a6c382663f94,Republic of Palau,
d5805140aa11481a9079a6c382663f94,Yap State,
85086eeeac3a43a3b9a97a7ff2d50bcf,Republic of Palau,
85086eeeac3a43a3b9a97a7ff2d50bcf,Chuuk State,
85086eeeac3a43a3b9a97a7ff2d50bcf,Pohnpei State,
85086eeeac3a43a3b9a97a7ff2d50bcf,Saipan,
85086eeeac3a43a3b9a97a7ff2d50bcf,Tinian,
85086eeeac3a43a3b9a97a7ff2d50bcf,Rota,
85086eeeac3a43a3b9a97a7ff2d50bcf,Guam,
545790842048408bb4201caaf12e54ce,Republic of Palau,
545790842048408bb4201caaf12e54ce,Yap State,
545790842048408bb4201caaf12e54ce,Saipan,
545790842048408bb4201caaf12e54ce,Tinian,
545790842048408bb4201caaf12e54ce,Rota,
545790842048408bb4201caaf12e54ce,Guam,
116b296a0134473dbb43ed07f809330a,Saipan,
116b296a0134473dbb43ed07f809330a,Tinian,
116b296a0134473dbb43ed07f809330a,Rota,
116b296a0134473dbb43ed07f809330a,Guam,
d4730a22d40a46f299c8ff1df4505f3c,Republic of Palau,
d4730a22d40a46f299c8ff1df4505f3c,Yap State,
d4730a22d40a46f299c8ff1df4505f3c,Pohnpei State,
d4730a22d40a46f299c8ff1df4505f3c,Saipan,
d4730a22d40a46f299c8ff1df4505f3c,Tinian,
d4730a22d40a46f299c8ff1df4505f3c,Rota,
d4730a22d40a46f299c8ff1df4505f3c,Guam,
14c9c8febc92492eb371bfc56491e33b,Republic of Palau,new island record
14c9c8febc92492eb371bfc56491e33b,Saipan,
14c9c8febc92492eb371bfc56491e33b,Tinian,
14c9c8febc92492eb371bfc56491e33b,Rota,
14c9c8febc92492eb371bfc56491e33b,Guam,
d306d95564c148a6ac36c0b50eb41b75,Guam,
338d8f3eb2404e4390c745a62c6cfbab,Guam,
22cd5092082b4ba99c8fc7baf1edc54c,Republic of Palau,
22cd5092082b4ba99c8fc7baf1edc54c,Yap State,
22cd5092082b4ba99c8fc7baf1edc54c,Chuuk State,
