canonical_form,classification_path,classification_path_ids,classification_path_ranks,current_name_string,current_taxon_id,data_source_id,data_source_title,data_sources_number,edit_distance,global_id,gni_uuid,imported_at,in_curated_sources,is_known_name,local_id,match_type,match_value,name_string,prescore,score,supplied_name_string,taxon_id,url
Acrocercops,Animalia|Arthropoda|Insecta|Lepidoptera|Gracillariidae|Acrocercops,1|54|216|797|5487|1750759,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,068d20df-ab2c-5bca-b6ad-8879e76a8a5f,2016-11-13T22:40:07Z,True,True,,2,Exact match by canonical form,"Acrocercops Wallengren, 1881",1|0|0,0.75,Agave sisalana,1750759,
Sphenarches caffer,Animalia|Arthropoda|Insecta|Lepidoptera|Pterophoridae|Sphenarches|Sphenarches caffer,1|54|216|797|8863|1859925|1859927,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,b9a63953-fe52-5231-86ae-98c51868fc45,2016-11-13T20:56:48Z,True,True,,2,Exact match by canonical form,"Sphenarches caffer Zeller, 1852",3|0|0,0.988,Agave sisalana,1859927,
Agrius convolvuli,Animalia|Arthropoda|Insecta|Lepidoptera|Sphingidae|Agrius|Agrius convolvuli,1|54|216|797|8868|1861607|1861644,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,dbef6482-19a7-569b-a6b8-55f96a04a54d,2016-11-13T23:09:09Z,True,True,,2,Exact match by canonical form,"Agrius convolvuli Linnaeus, 1758",3|0|0,0.988,Agave sisalana,1861644,
Lampides boeticus,Animalia|Arthropoda|Insecta|Lepidoptera|Lycaenidae|Lampides|Lampides boeticus,1|54|216|797|5473|1924564|1924713,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,8e809835-9656-5bde-b95e-52b7d0bf4310,2016-11-13T20:31:06Z,True,True,,2,Exact match by canonical form,"Lampides boeticus (Linnaeus, 1767)",3|0|0,0.988,Agave sisalana,1924713,
Heliothis armigera,,,,,,12,EOL,24,0,,4fb8a755-3599-5043-b3d2-ed164d78dac2,2012-05-08T03:21:23Z,True,True,2869488,1,Exact string match,Heliothis armigera,3|0|0,0.988,Agave sisalana,s_5197433,http://eol.org/pages/2869488/names/synonyms
Chrysodeixis chalcites,|Baculoviridae|Nucleopolyhedrovirus|Chrysodeixis chalcites,8|1925|8616038|8695380,kingdom|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,4a2a46bb-f623-5eb1-9ccd-2b64d5b40ade,2016-11-13T20:12:45Z,True,True,,2,Exact match by canonical form,Chrysodeixis chalcites NPV,3|0|0,0.988,Agave sisalana,8695380,
Phaneroptera furcifera,Animalia|Arthropoda|Insecta|Orthoptera|Tettigoniidae|Phaneroptera|Phaneroptera furcifera,1|54|216|1458|3991|1686201|1686219,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,94d7e61d-abd6-59fd-93e8-8c99b54dd395,2016-11-13T22:25:25Z,True,True,,2,Exact match by canonical form,"Phaneroptera furcifera Stål, 1861",3|0|0,0.988,Agave sisalana,1686219,
Thrips palmi,Animalia|Arthropoda|Insecta|Thysanoptera|Thripidae|Thrips|Thrips palmi,1|54|216|1228|4387|1420882|1420906,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,101d46bd-2d03-518c-9725-f92fe940ac32,2016-11-13T19:07:08Z,True,True,,2,Exact match by canonical form,"Thrips palmi Karny, 1925",3|0|0,0.988,Agave sisalana,1420906,
Thrips tabaci,Animalia|Arthropoda|Insecta|Thysanoptera|Thripidae|Thrips|Thrips tabaci,1|54|216|1228|4387|1420882|1420961,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,a9d1cac5-d8b8-5125-930c-7f44a178e45b,2016-11-13T19:07:13Z,True,True,,2,Exact match by canonical form,"Thrips tabaci Lindeman, 1889",3|0|0,0.988,Agave sisalana,1420961,
Cynodon,Animalia|Chordata|Actinopterygii|Characiformes|Cynodontidae|Cynodon,1|44|204|537|2978|2352261,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,83582b99-67c7-50b5-98a5-6a02acddf078,2016-11-13T19:49:50Z,True,True,,2,Exact match by canonical form,"Cynodon Spix in Spix & Agassiz, 1829",1|0|0,0.75,Agave sisalana,2352261,
Antonina graminis,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Antonina|Antonina graminis,1|54|216|809|4534|2082478|8082584,kingdom|phylum|class|order|family|genus|species,"Antonina graminis (Maskell, 1897)",8082584,11,GBIF Backbone Taxonomy,24,0,,820b8717-7cc4-5031-b959-58c2fc485560,2016-11-13T20:41:06Z,True,True,,2,Exact match by canonical form,"Antonina graminis Fernald, 1903",3|0|0,0.988,Agave sisalana,8248478,
Marasmia venilialis,|Marasmia venilialis,,kingdom|,,,169,uBio NameBank,24,0,urn:lsid:ubio.org:namebank:6889689,56dbe7ff-84dd-57f0-9bd7-7ce30b617dfd,2013-05-31T18:23:18Z,True,True,urn:lsid:ubio.org:namebank:6889689,1,Exact string match,Marasmia venilialis,3|0|0,0.988,Agave sisalana,99804435,http://www.ubio.org/browser/details.php?namebankID=6889689
Areca catechu,Plantae|Tracheophyta|Liliopsida|Arecales|Arecaceae|Areca|Areca catechu,6|7707728|196|552|7681|2736518|2736531,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,593de678-ff09-596b-bc71-e89aa03c26bd,2016-11-13T22:10:27Z,True,True,,2,Exact match by canonical form,Areca catechu L.,3|0|0,0.988,Agave sisalana,2736531,
Rhabdoscelus obscurus,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Rhabdoscelus|Rhabdoscelus obscurus,1|54|216|1470|4239|3263747|4291564,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,2dda75d8-6a4c-5e97-bb91-c1f221602174,2016-11-13T20:06:43Z,True,True,,2,Exact match by canonical form,"Rhabdoscelus obscurus (Boisduval, 1835)",3|0|0,0.988,Agave sisalana,4291564,
Xyleborus perforans,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus perforans,1|54|216|1470|4239|1232636|5019910,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,78ac0ca8-6f31-56de-9b12-2a142eddc398,2016-11-13T19:50:26Z,True,True,,2,Exact match by canonical form,"Xyleborus perforans Wood & Bright, 1992",3|0|0,0.988,Agave sisalana,5019910,
Protaetia orientalis,Animalia|Arthropoda|Insecta|Coleoptera|Cetoniidae|Protaetia|Protaetia orientalis,1|54|216|1470|4204|1080110|1080311,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,1210a3b1-df66-52fb-a361-58199bdddd78,2016-11-13T19:24:12Z,True,True,,2,Exact match by canonical form,"Protaetia orientalis (Gory & Percheron, 1833)",3|0|0,0.988,Agave sisalana,1080311,
Diocalandra frumenti,Animalia|Arthropoda|Insecta|Coleoptera|Dryophthoridae|Diocalandra|Diocalandra frumenti,1|54|216|1470|8494|1169449|1169450,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,5284e2df-6b98-5f3a-a28b-05ede30ea98d,2016-11-13T20:06:48Z,True,True,,2,Exact match by canonical form,"Diocalandra frumenti Marshall, G.A.K., 1931",3|0|0,0.988,Agave sisalana,1169450,
Oryctes rhinoceros,Animalia|Arthropoda|Insecta|Coleoptera|Dynastidae|Oryctes|Oryctes rhinoceros,1|54|216|1470|4205|1075895|4995642,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,e3859b6c-de92-5369-bb2f-0f4056c80ed7,2016-11-13T19:07:11Z,True,True,,2,Exact match by canonical form,"Oryctes rhinoceros (Linnaeus, 1758)",3|0|0,0.988,Agave sisalana,4995642,
Lepidosaphes laterochitinosa,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Lepidosaphes|Lepidosaphes laterochitinosa,1|54|216|809|4521|2088966|2089321,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,1b9e43be-52d6-56d1-9f1b-ae7f8604779a,2016-11-13T22:06:29Z,True,True,,2,Exact match by canonical form,"Lepidosaphes laterochitinosa Green, 1925",3|0|0,0.988,Agave sisalana,2089321,
Lepidosaphes similis,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Lepidosaphes|Lepidosaphes similis,1|54|216|809|4521|2088966|2089035,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,38234d92-0ad8-5445-815f-a62d5e6d0a7b,2016-11-13T22:06:29Z,True,True,,2,Exact match by canonical form,"Lepidosaphes similis Beardsley, 1975",3|0|0,0.988,Agave sisalana,2089035,
Cerataphis lataniae,Animalia|Arthropoda|Insecta|Hemiptera|Aphididae|Cerataphis|Cerataphis lataniae,1|54|216|809|3042|2074358|2074369,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,7b747305-158c-5243-844c-29edafa463d8,2016-11-13T22:18:08Z,True,True,,2,Exact match by canonical form,"Cerataphis lataniae (Boisduval, 1867)",3|0|0,0.988,Agave sisalana,2074369,
Pinnaspis buxi,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Pinnaspis|Pinnaspis buxi,1|54|216|809|4521|2086145|8038788,kingdom|phylum|class|order|family|genus|species,"Pinnaspis buxi (Bouché, 1851)",8038788,11,GBIF Backbone Taxonomy,24,0,,e412e1cf-cc89-5c94-a50b-4fe5f81f92d7,2016-11-13T21:10:45Z,True,True,,2,Exact match by canonical form,"Pinnaspis buxi Newstead, 1901",3|0|0,0.988,Agave sisalana,2086155,
Dysmicoccus brevipes,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Dysmicoccus|Dysmicoccus brevipes,1|54|216|809|4534|2092782|7672713,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,31b8c6cf-d14e-50d7-8015-60f327d4ee5a,2016-11-13T20:15:11Z,True,True,,2,Exact match by canonical form,"Dysmicoccus brevipes (Cockerell, 1893)",3|0|0,0.988,Agave sisalana,7672713,
Palmicultor palmarum,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Palmicultor|Palmicultor palmarum,1|54|216|809|4534|2093289|2093294,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,1b8f8c70-2e62-5eea-bf8e-032b983cc927,2016-11-13T20:18:30Z,True,True,,2,Exact match by canonical form,"Palmicultor palmarum (Ehrhorn, 1916)",3|0|0,0.988,Agave sisalana,2093294,
Parlatoria proteus,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Parlatoria|Parlatoria proteus,1|54|216|809|4521|2085650|7703477,kingdom|phylum|class|order|family|genus|species,"Parlatoria proteus (Curtis, 1843)",7703477,11,GBIF Backbone Taxonomy,24,0,,1eb67d93-595a-5cb6-bd23-31c61db4948a,2016-11-13T19:54:06Z,True,True,,2,Exact match by canonical form,"Parlatoria proteus Signoret, 1869",3|0|0,0.988,Agave sisalana,7897316,
Coccus mangiferae,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Milviscutulus|Milviscutulus mangiferae,1|54|216|809|6963|2091561|8123161,kingdom|phylum|class|order|family|genus|species,"Milviscutulus mangiferae (Green, 1889)",8123161,11,GBIF Backbone Taxonomy,24,0,,2a036635-0757-5573-a7df-96bc86912235,2016-11-13T21:44:29Z,True,True,,2,Exact match by canonical form,"Coccus mangiferae Fernald, 1903",3|0|0,0.988,Agave sisalana,5163589,
Pinnaspis aspidistrae,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Pinnaspis|Pinnaspis aspidistrae,1|54|216|809|4521|2086145|4290201,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,fe6b00b0-ffb4-50fc-a771-6a2b93c3ac38,2016-11-13T21:06:30Z,True,True,,2,Exact match by canonical form,"Pinnaspis aspidistrae (Signoret, 1869)",3|0|0,0.988,Agave sisalana,4290201,
Phenacaspis inday,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Pseudaulacaspis|Pseudaulacaspis cockerelli,1|54|216|809|4521|2088694|2088910,kingdom|phylum|class|order|family|genus|species,"Pseudaulacaspis cockerelli (Cooley, 1897)",2088910,11,GBIF Backbone Taxonomy,24,0,,20600500-1f72-56be-8cae-f31543cf325f,2016-11-13T21:07:45Z,True,True,,2,Exact match by canonical form,"Phenacaspis inday Robinson, 1917",3|0|0,0.988,Agave sisalana,2088921,
Agonoxena,Animalia|Arthropoda|Insecta|Lepidoptera|Agonoxenidae|Agonoxena,1|54|216|797|4539|1853137,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,975b68c8-1d2e-587f-8a2c-0300c388c6da,2016-11-13T22:33:27Z,True,True,,2,Exact match by canonical form,"Agonoxena Meyrick, 1921",1|0|0,0.75,Agave sisalana,1853137,
Batrachedra,Animalia|Arthropoda|Insecta|Lepidoptera|Batrachedridae|Batrachedra,1|54|216|797|4554|1852917,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,71168d8f-1e85-58ab-b61d-6970f21cb8f5,2016-11-13T22:45:10Z,True,True,,2,Exact match by canonical form,"Batrachedra Herrich-Schäffer, 1853",1|0|0,0.75,Agave sisalana,1852917,
Heliothrips haemorrhoidalis,Animalia|Arthropoda|Insecta|Thysanoptera|Thripidae|Heliothrips|Heliothrips haemorrhoidalis,1|54|216|1228|4387|1420794|1420795,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,04014075-907c-5ace-997e-6a6b3c99196e,2016-11-13T19:25:28Z,True,True,,2,Exact match by canonical form,"Heliothrips haemorrhoidalis (Bouché, 1833)",3|0|0,0.988,Agave sisalana,1420795,
Artocarpus altilis,Plantae|Tracheophyta|Magnoliopsida|Rosales|Moraceae|Artocarpus|Artocarpus altilis,6|7707728|220|691|6640|2984563|2984573,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,1,,8f6ef018-1d2e-5784-98bf-d2bcfd5064f9,2016-11-13T20:59:24Z,True,True,,3,Fuzzy match by canonical form,Artocarpus altilis (Parkinson ex F.A.Zorn) Fosberg,1|0|0,0.75,Agave sisalana,2984573,
Ceresium unicolor,Animalia|Arthropoda|Insecta|Coleoptera|Cerambycidae|Ceresium|Ceresium unicolor,1|54|216|1470|5602|1104680|4293080,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,63538c4e-1789-58fe-9db8-d64a7a3cef35,2016-11-13T20:15:44Z,True,True,,2,Exact match by canonical form,"Ceresium unicolor (Fabricius, 1787)",3|0|0,0.988,Agave sisalana,4293080,
Aclees porosus,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Aclees|Aclees porosus,1|54|216|1470|4239|1188295|7628238,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,b63b17d0-64f0-5e84-b289-dcf77e212673,2016-11-13T19:48:28Z,True,True,,2,Exact match by canonical form,"Aclees porosus Pascoe, F.P., 1871",3|0|0,0.988,Agave sisalana,7628238,
Dacus umbrosus,Animalia|Arthropoda|Insecta|Diptera|Tephritidae|Bactrocera|Bactrocera umbrosa,1|54|216|811|3520|1626510|7690887,kingdom|phylum|class|order|family|genus|species,"Bactrocera umbrosa (Fabricius, 1805)",7690887,11,GBIF Backbone Taxonomy,24,0,,e321a511-363b-59ce-8afe-ffa002a12c88,2016-11-13T21:06:44Z,True,True,,2,Exact match by canonical form,"Dacus umbrosus Fabricius, 1805",3|0|0,0.988,Agave sisalana,1627255,
Dacus frauenfeldi,Animalia|Arthropoda|Insecta|Diptera|Tephritidae|Bactrocera|Bactrocera frauenfeldi,1|54|216|811|3520|1626510|5087454,kingdom|phylum|class|order|family|genus|species,"Bactrocera frauenfeldi (Schiner, 1868)",5087454,11,GBIF Backbone Taxonomy,24,0,,481bc479-8013-5c34-b060-68db62f419bd,2016-11-13T21:06:24Z,True,True,,2,Exact match by canonical form,"Dacus frauenfeldi Schiner, 1868",3|0|0,0.988,Agave sisalana,1627089,
Andaspis punicae,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Andaspis|Andaspis punicae,1|54|216|809|4521|2088598|7631004,kingdom|phylum|class|order|family|genus|species,"Andaspis punicae (Laing, 1929)",7631004,11,GBIF Backbone Taxonomy,24,0,,33a18c95-32b4-5f02-beaa-1be344827b91,2016-11-13T22:22:48Z,True,True,,2,Exact match by canonical form,"Andaspis punicae Hall, 1946",3|0|0,0.988,Agave sisalana,2088609,
Coccus moestus,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Coccus|Coccus moestus,1|54|216|809|6963|2049629|5163234,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,fcbabeab-024e-5883-8d8b-5bd7276dc1e9,2016-11-13T21:41:09Z,True,True,,2,Exact match by canonical form,"Coccus moestus De Lotto, 1959",3|0|0,0.988,Agave sisalana,5163234,
Vinsonia stellifera,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Vinsonia|Vinsonia stellifera,1|54|216|809|6963|2091462|5163542,kingdom|phylum|class|order|family|genus|species,"Vinsonia stellifera (Westwood, 1871)",5163542,11,GBIF Backbone Taxonomy,24,0,,30770e41-dc68-5e56-b3be-c37dfc1a4308,2016-11-13T21:49:48Z,True,True,,2,Exact match by canonical form,"Vinsonia stellifera Douglas, 1888",3|0|0,0.988,Agave sisalana,8108949,
Chrysomphalus aonidum,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Chrysomphalus|Chrysomphalus aonidum,1|54|216|809|4521|2083434|8026254,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,fa7f4a10-bdf5-5704-91c1-4c81b0f94dc7,2016-11-13T21:24:50Z,True,True,,2,Exact match by canonical form,"Chrysomphalus aonidum (Linnaeus, 1758)",3|0|0,0.988,Agave sisalana,8026254,
Pseudaulacaspis pentagona,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Pseudaulacaspis|Pseudaulacaspis pentagona,1|54|216|809|4521|2088694|8321970,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,20fd5896-f0c9-5b95-b490-cfd8a46964f8,2016-11-13T20:56:03Z,True,True,,2,Exact match by canonical form,"Pseudaulacaspis pentagona (Targioni Tozzetti, 1886)",3|0|0,0.988,Agave sisalana,8321970,
Planococcus lilacinus,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Planococcus|Planococcus lilacinus,1|54|216|809|4534|2095382|5164205,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,35b56bff-2807-5024-83fc-99c8d6b19714,2016-11-13T20:29:50Z,True,True,,2,Exact match by canonical form,"Planococcus lilacinus (Cockerell, 1905)",3|0|0,0.988,Agave sisalana,5164205,
Pseudococcus marshallensis,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Pseudococcus|Pseudococcus marshallensis,1|54|216|809|4534|2081087|2095178,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,86b74297-2664-5b14-b6db-8727dee35113,2016-11-13T20:22:50Z,True,True,,2,Exact match by canonical form,"Pseudococcus marshallensis Beardsley, 1966",3|0|0,0.988,Agave sisalana,2095178,
Xenaleyrodes artocarpi,Animalia|Arthropoda|Insecta|Hemiptera|Aleyrodidae|Xenaleyrodes|Xenaleyrodes artocarpi,1|54|216|809|4304|4771654|4771658,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d491961b-ad33-5ef6-96e5-55d97a0ea48a,2016-11-13T19:20:11Z,True,True,,2,Exact match by canonical form,"Xenaleyrodes artocarpi Takahashi, 1936",3|0|0,0.988,Agave sisalana,4771658,
Asterolecanium pustulans,Animalia|Arthropoda|Insecta|Hemiptera|Asterolecaniidae|Asterolecanium|Asterolecanium pustulans,1|54|216|809|3265514|2089594|4290170,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,cc8d0cb3-ff90-5d86-813c-7bf9df74aafa,2016-11-13T18:54:50Z,True,True,,2,Exact match by canonical form,"Asterolecanium pustulans (Cockerell, 1892)",3|0|0,0.988,Agave sisalana,4290170,
Icerya purchasi,Animalia|Arthropoda|Insecta|Hemiptera|Margarodidae|Icerya|Icerya purchasi,1|54|216|809|8651|2080538|2080592,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,7aeb7f7c-3320-58cc-b231-21c7cbaef63f,2016-11-13T20:04:50Z,True,True,,2,Exact match by canonical form,"Icerya purchasi Maskell, 1878",3|0|0,0.988,Agave sisalana,2080592,
Phaciocephalus onoi,Animalia|Arthropoda|Insecta|Hemiptera|Derbidae|Phaciocephalus|Phaciocephalus onoi,1|54|216|809|4247|2062148|2062150,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,34bb6b35-92fd-5fc7-a93c-6fd7887a2184,2016-11-13T21:16:43Z,True,True,,2,Exact match by canonical form,"Phaciocephalus onoi Metcalf, 1954",3|0|0,0.988,Agave sisalana,2062150,
Pseudococcus trukensis,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Pseudococcus|Pseudococcus trukensis,1|54|216|809|4534|2081087|2095136,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,59b508f5-be99-5db5-b1c3-5942232fab29,2016-11-13T20:21:30Z,True,True,,2,Exact match by canonical form,"Pseudococcus trukensis Beardsley, 1966",3|0|0,0.988,Agave sisalana,2095136,
Ceroplastes rubens,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Ceroplastes|Ceroplastes rubens,1|54|216|809|6963|2092293|2092326,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,55a6af23-aa42-5409-b8d3-12c27f6a004d,2016-11-13T19:25:46Z,True,True,,2,Exact match by canonical form,"Ceroplastes rubens Maskell, 1893",3|0|0,0.988,Agave sisalana,2092326,
Brassica,Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Brassica,6|7707728|220|7225535|3112|3042506,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,d33eb444-d729-5b73-abc2-5c87550cd617,2016-11-13T20:10:49Z,True,True,,2,Exact match by canonical form,Brassica L.,1|0|0,0.75,Agave sisalana,3042506,
Liriomyza brassicae,Animalia|Arthropoda|Insecta|Diptera|Agromyzidae|Liriomyza|Liriomyza brassicae,1|54|216|811|3329|1553283|1553327,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,e67c059f-0a0a-5885-8543-27fd8430a898,2016-11-13T19:53:49Z,True,True,,2,Exact match by canonical form,"Liriomyza brassicae (Riley, 1885)",3|0|0,0.988,Agave sisalana,1553327,
Lipaphis erysimi,Animalia|Arthropoda|Insecta|Hemiptera|Aphididae|Lipaphis|Lipaphis erysimi,1|54|216|809|3042|2077142|2077143,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,5e5f9a25-cc83-5241-bdd3-0e156e78d487,2016-11-13T22:27:05Z,True,True,,2,Exact match by canonical form,"Lipaphis erysimi (Kaltenbach, 1843)",3|0|0,0.988,Agave sisalana,2077143,
Heliothis zea,,,,,,12,EOL,24,0,,63fb6e48-c7ce-56a8-980f-c22b6057bf97,2012-05-08T02:42:36Z,True,True,462078,1,Exact string match,Heliothis zea,3|0|0,0.988,Agave sisalana,s_5197427,http://eol.org/pages/462078/names/synonyms
Hellula undalis,Animalia|Arthropoda|Insecta|Lepidoptera|Crambidae|Hellula|Hellula undalis,1|54|216|797|8841|1879396|1879408,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,483174b9-c412-56af-aa6a-740eb22a06aa,2016-11-13T21:25:24Z,True,True,,2,Exact match by canonical form,"Hellula undalis Fabricius, 1781",3|0|0,0.988,Agave sisalana,1879408,
Plutella xylostella,Animalia|Arthropoda|Insecta|Lepidoptera|Plutellidae|Plutella|Plutella xylostella,1|54|216|797|8860|1831127|1831136,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,33d4dc4d-1f41-5238-b300-b7501b2415ba,2016-11-13T20:32:04Z,True,True,,2,Exact match by canonical form,"Plutella xylostella Linnaeus, 1767",3|0|0,0.988,Agave sisalana,1831136,
Crocidolomia binotalis,Animalia|Arthropoda|Insecta|Lepidoptera|Crambidae|Crocidolomia|Crocidolomia binotalis,1|54|216|797|8841|1879334|1879345,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,b5f564e3-0c4f-57ec-89de-c994fe5be467,2016-11-13T20:53:09Z,True,True,,2,Exact match by canonical form,"Crocidolomia binotalis Zeller, 1852",3|0|0,0.988,Agave sisalana,1879345,
Manihot esculenta,Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Euphorbiaceae|Manihot|Manihot esculenta,6|7707728|220|1414|4691|3060685|3060998,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,aefc2890-bd60-5ca0-966c-e8a587b430bc,2016-11-13T20:08:09Z,True,True,,2,Exact match by canonical form,Manihot esculenta Crantz,3|0|0,0.988,Agave sisalana,3060998,
Tetranychus,Animalia|Arthropoda|Arachnida|Prostigmata|Tetranychidae|Tetranychus,1|54|367|372|6057|2130777,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,bffcc925-0918-539b-bf39-007039a385ba,2016-11-13T19:03:11Z,True,True,,2,Exact match by canonical form,"Tetranychus Dufour, 1832",1|0|0,0.75,Agave sisalana,2130777,
Tetranychus truncatus,Animalia|Arthropoda|Arachnida|Prostigmata|Tetranychidae|Tetranychus|Tetranychus truncatus,1|54|367|372|6057|2130777|2129807,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,8d116549-daab-576f-acf8-9379a77c8968,2016-11-13T19:47:11Z,True,True,,2,Exact match by canonical form,"Tetranychus truncatus Ehara, 1956",3|0|0,0.988,Agave sisalana,2129807,
Parasaissetia nigra,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Parasaissetia|Parasaissetia nigra,1|54|216|809|6963|2092092|8198400,kingdom|phylum|class|order|family|genus|species,"Parasaissetia nigra (Nietner, 1861)",8198400,11,GBIF Backbone Taxonomy,24,0,,5f3d5771-2530-52dd-bec5-ab07ece19364,2016-11-13T21:35:03Z,True,True,,2,Exact match by canonical form,"Parasaissetia nigra Takahashi, 1955",3|0|0,0.988,Agave sisalana,2092096,
Phenacoccus madeirensis,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Phenacoccus|Phenacoccus madeirensis,1|54|216|809|4534|2096058|2096180,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,3d5bfd32-30dc-53ee-ada1-3a942e6f1fe0,2016-11-13T20:36:50Z,True,True,,2,Exact match by canonical form,"Phenacoccus madeirensis Green, 1923",3|0|0,0.988,Agave sisalana,2096180,
