accepted,acceptedKey,authorship,basionym,basionymKey,canonicalName,class,classKey,constituentKey,datasetKey,family,familyKey,genus,genusKey,issues,key,kingdom,kingdomKey,lastCrawled,lastInterpreted,modified,nameKey,nameType,nomenclaturalStatus,nubKey,numDescendants,order,orderKey,origin,parent,parentKey,phylum,phylumKey,rank,remarks,scientificName,sourceTaxonKey,species,speciesKey,synonym,taxonID,taxonomicStatus,verbatimScientificName
,,Rumph. ex A.Juss. (L.),,,Codiaeum variegatum,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Euphorbiaceae,4691.0,Codiaeum,3071464.0,[],3071476,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:28:50.622+0000,,2671790,SCIENTIFIC,[],3071476.0,3,Malpighiales,1414,SOURCE,Codiaeum,3071464,Tracheophyta,7707728,SPECIES,,Codiaeum variegatum (L.) Rumph. ex A.Juss.,112341451,Codiaeum variegatum,3071476.0,False,gbif:3071476,ACCEPTED,Codiaeum variegatum
,,"Guérin-Ménéville, 1841",,,Trigonops,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Curculionidae,4239.0,Trigonops,1225109.0,[],1225109,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:33:16.159+0000,,11462073,SCIENTIFIC,[],1225109.0,36,Coleoptera,1470,SOURCE,Curculionidae,4239,Arthropoda,54,GENUS,,"Trigonops Guérin-Ménéville, 1841",121175148,,,False,gbif:1225109,ACCEPTED,Trigonops hirsuta
,,"Guérin-Ménéville, 1841",,,Trigonops,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Curculionidae,4239.0,Trigonops,1225109.0,[],1225109,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:33:16.159+0000,,11462073,SCIENTIFIC,[],1225109.0,36,Coleoptera,1470,SOURCE,Curculionidae,4239,Arthropoda,54,GENUS,,"Trigonops Guérin-Ménéville, 1841",121175148,,,False,gbif:1225109,ACCEPTED,Trigonops inusitata
,," (Kuwana, 1902)",,,Lepidosaphes tokionis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Lepidosaphes,2088966.0,['ORIGINAL_NAME_DERIVED'],2089086,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:38.219+0000,,6173200,SCIENTIFIC,[],2089086.0,0,Hemiptera,809,SOURCE,Lepidosaphes,2088966,Arthropoda,54,SPECIES,,"Lepidosaphes tokionis (Kuwana, 1902)",110095632,Lepidosaphes tokionis,2089086.0,False,gbif:2089086,ACCEPTED,Lepidosaphes tokionis
"Acanthodelta janata Linnaeus, 1758",5109097.0, (Linnaeus),"Acanthodelta janata Linnaeus, 1758",5109097.0,Achaea janata,Insecta,216,9ca92552-f23a-41a8-a140-01abaa31c931,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Noctuidae,7015.0,Acanthodelta,1761917.0,"['ORIGINAL_NAME_DERIVED', 'CONFLICTING_BASIONYM_COMBINATION']",5113950,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:50:10.429+0000,,115121,SCIENTIFIC,[],5113950.0,0,Lepidoptera,797,SOURCE,Acanthodelta,1761917,Arthropoda,54,SPECIES,"Originally found in sources as accepted taxon within Achaea Hübner, 1823",Achaea janata (Linnaeus),101956631,Acanthodelta janata,5109097.0,True,gbif:5113950,HOMOTYPIC_SYNONYM,Achaea janata
,,,,,Cucurbitaceae,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cucurbitaceae,6634.0,,,[],6634,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:36:05.583+0000,,3090384,SCIENTIFIC,[],6634.0,1875,Cucurbitales,7224005,SOURCE,Cucurbitales,7224005,Tracheophyta,7707728,FAMILY,,Cucurbitaceae,120990755,,,False,gbif:6634,ACCEPTED,Cucurbitaceae
,,"Chevrolat in d'Orbigny, 1842",,,Aulacophora,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Chrysomelidae,7780.0,Aulacophora,3260118.0,[],3260118,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:02.022+0000,,1201559,SCIENTIFIC,[],3260118.0,28,Coleoptera,1470,SOURCE,Chrysomelidae,7780,Arthropoda,54,GENUS,,"Aulacophora Chevrolat in d'Orbigny, 1842",106743648,,,False,gbif:3260118,ACCEPTED,Aulacophora flavomarginata
,,"Kono, 1942",,,Nanyozo viridilineatus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Curculionidae,4239.0,Nanyozo,4744603.0,[],7733031,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:32:57.012+0000,,7343385,SCIENTIFIC,[],,0,Coleoptera,1470,SOURCE,Nanyozo,4744603,Arthropoda,54,SPECIES,,"Nanyozo viridilineatus Kono, 1942",117352370,Nanyozo viridilineatus,7733031.0,False,gbif:7733031,ACCEPTED,Nanyozo viridilineatus
,,"Chevrolat in d'Orbigny, 1842",,,Aulacophora,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Chrysomelidae,7780.0,Aulacophora,3260118.0,[],3260118,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:02.022+0000,,1201559,SCIENTIFIC,[],3260118.0,28,Coleoptera,1470,SOURCE,Chrysomelidae,7780,Arthropoda,54,GENUS,,"Aulacophora Chevrolat in d'Orbigny, 1842",106743648,,,False,gbif:3260118,ACCEPTED,Aulacophora marginalis
"Aulacophora abdominalis (Fabricius, 1781)",5808809.0,"Maulik, 1929",,,Aulacophora similis,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Chrysomelidae,7780.0,Aulacophora,3260118.0,[],5808814,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:02.092+0000,,1201631,SCIENTIFIC,[],5808814.0,0,Coleoptera,1470,SOURCE,Aulacophora,3260118,Arthropoda,54,SPECIES,,"Aulacophora similis Maulik, 1929",106743653,Aulacophora abdominalis,5808809.0,True,gbif:5808814,SYNONYM,Aulacophora similis
,," (Fabricius, 1781)","Crioceris quadrimaculata Fabricius, 1781",5808793.0,Aulacophora quadrimaculata,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Chrysomelidae,7780.0,Aulacophora,3260118.0,['ORIGINAL_NAME_DERIVED'],5808792,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:02.045+0000,,1201623,SCIENTIFIC,[],5808792.0,0,Coleoptera,1470,SOURCE,Aulacophora,3260118,Arthropoda,54,SPECIES,,"Aulacophora quadrimaculata (Fabricius, 1781)",106743682,Aulacophora quadrimaculata,5808792.0,False,gbif:5808792,ACCEPTED,Aulacophora quadrimaculata
,," (Fabricius, 1794)",,,Physomerus grossipes,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coreidae,9649.0,Physomerus,1209327.0,[],5733019,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:04.822+0000,,8707525,SCIENTIFIC,[],5733019.0,0,Hemiptera,809,SOURCE,Physomerus,1209327,Arthropoda,54,SPECIES,,"Physomerus grossipes (Fabricius, 1794)",120920891,Physomerus grossipes,5733019.0,False,gbif:5733019,ACCEPTED,Physomerus grossipes
,,"Boisduval, 1835",,,Megymenum affine,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Dinidoridae,3266521.0,Megymenum,3266522.0,['PUBLISHED_BEFORE_GENUS'],4781480,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:28:50.338+0000,,6793970,SCIENTIFIC,[],4781480.0,0,Hemiptera,809,SOURCE,Megymenum,3266522,Arthropoda,54,SPECIES,,"Megymenum affine Boisduval, 1835",107115114,Megymenum affine,4781480.0,False,gbif:4781480,ACCEPTED,Megymenum affine
,,"Usinger, 1946",,,Halticus insularis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Miridae,4319.0,Halticus,2010238.0,[],6130167,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:06.592+0000,,4979038,SCIENTIFIC,[],6130167.0,0,Hemiptera,809,SOURCE,Halticus,2010238,Arthropoda,54,SPECIES,,"Halticus insularis Usinger, 1946",115736340,Halticus insularis,6130167.0,False,gbif:6130167,ACCEPTED,Halticus insularis
,," (Newman, 1869)",,,Lepidosaphes beckii,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Lepidosaphes,2088966.0,['ORIGINAL_NAME_DERIVED'],2089006,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:38.958+0000,,6171507,SCIENTIFIC,[],2089006.0,0,Hemiptera,809,SOURCE,Lepidosaphes,2088966,Arthropoda,54,SPECIES,,"Lepidosaphes beckii (Newman, 1869)",110095130,Lepidosaphes beckii,2089006.0,False,gbif:2089006,ACCEPTED,Lepidosaphes beckii
,,"Hübner, 1818",,,Diaphania,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,,,Diaphania,3258127.0,[],3258127,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:48:16.580+0000,,3449759,SCIENTIFIC,[],3258127.0,1,Lepidoptera,797,SOURCE,Lepidoptera,797,Arthropoda,54,GENUS,,"Diaphania Hübner, 1818",107502730,,,False,gbif:3258127,ACCEPTED,Diaphania hyalinata
,," (Thunberg, 1815)","Gryllus splendens Thunberg, 1815",1712243.0,Stenocatantops splendens,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Acrididae,9394.0,Stenocatantops,1712229.0,['ORIGINAL_NAME_DERIVED'],1712231,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:43:53.281+0000,,10701516,SCIENTIFIC,[],1712231.0,0,Orthoptera,1458,SOURCE,Stenocatantops,1712229,Arthropoda,54,SPECIES,,"Stenocatantops splendens (Thunberg, 1815)",115756290,Stenocatantops splendens,1712231.0,False,gbif:1712231,ACCEPTED,Stenocatantops splendens
,,L.,,,Cycas,Cycadopsida,228,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cycadaceae,6168.0,Cycas,2683206.0,[],2683206,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:18:16.143+0000,,3142305,SCIENTIFIC,[],2683206.0,164,Cycadales,834,SOURCE,Cycadaceae,6168,Tracheophyta,7707728,GENUS,,Cycas L.,121057499,,,False,gbif:2683206,ACCEPTED,Cycas
,,"Fairmaire, 1849",,,Anaballus amplicollis,Insecta,216,9ca92552-f23a-41a8-a140-01abaa31c931,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Curculionidae,4239.0,Anaballus,1177740.0,[],4291693,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:34:00.011+0000,,599217,SCIENTIFIC,[],4291693.0,0,Coleoptera,1470,SOURCE,Anaballus,1177740,Arthropoda,54,SPECIES,,"Anaballus amplicollis Fairmaire, 1849",101782418,Anaballus amplicollis,4291693.0,False,gbif:4291693,ACCEPTED,Anaballus amplicollis
,," (Fabricius, 1775)","Cimex glaucus Fabricius, 1775",4782386.0,Alciphron glaucus,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pentatomidae,9650.0,Alciphron,4782384.0,['ORIGINAL_NAME_DERIVED'],4782385,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:01.780+0000,,403353,SCIENTIFIC,[],4782385.0,0,Hemiptera,809,SOURCE,Alciphron,4782384,Arthropoda,54,SPECIES,,"Alciphron glaucus (Fabricius, 1775)",107126895,Alciphron glaucus,4782385.0,False,gbif:4782385,ACCEPTED,Alciphron glaucus
,,"Beardsley, 1966",,,Lepidosaphes carolinensis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Lepidosaphes,2088966.0,[],2089229,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:39.023+0000,,6171657,SCIENTIFIC,[],2089229.0,0,Hemiptera,809,SOURCE,Lepidosaphes,2088966,Arthropoda,54,SPECIES,,"Lepidosaphes carolinensis Beardsley, 1966",110095164,Lepidosaphes carolinensis,2089229.0,False,gbif:2089229,ACCEPTED,Lepidosaphes carolinensis
,,"Moore, 1881",,,Chilades,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Lycaenidae,5473.0,Chilades,1922270.0,[],1922270,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:50:05.771+0000,,2359601,SCIENTIFIC,[],1922270.0,28,Lepidoptera,797,SOURCE,Lycaenidae,5473,Arthropoda,54,GENUS,,"Chilades Moore, 1881",121035188,,,False,gbif:1922270,ACCEPTED,Chilades pandava
,,L.,,,Solanum melongena,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Solanaceae,7717.0,Solanum,2928997.0,[],2930617,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:37:26.410+0000,,10465189,SCIENTIFIC,[],2930617.0,3,Solanales,1176,SOURCE,Solanum,2928997,Tracheophyta,7707728,SPECIES,,Solanum melongena L.,112572793,Solanum melongena,2930617.0,False,gbif:2930617,ACCEPTED,Solanum melongena
,," (F. E. Melsheimer, 1847)",,,Epitrix hirtipennis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Chrysomelidae,7780.0,Epitrix,1048246.0,[],1048253,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:48.890+0000,,4053437,SCIENTIFIC,[],1048253.0,0,Coleoptera,1470,SOURCE,Epitrix,1048246,Arthropoda,54,SPECIES,,"Epitrix hirtipennis (F. E. Melsheimer, 1847)",119858862,Epitrix hirtipennis,1048253.0,False,gbif:1048253,ACCEPTED,Epitrix hirtipennis
,,"Chevrolat, 1836",,,Epilachna,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccinellidae,7782.0,Epilachna,1043619.0,[],1043619,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:41:16.669+0000,,4028417,SCIENTIFIC,[],1043619.0,26,Coleoptera,1470,SOURCE,Coccinellidae,7782,Arthropoda,54,GENUS,,"Epilachna Chevrolat, 1836",121166448,,,False,gbif:1043619,ACCEPTED,Epilachna vigintisexpunctata philippensis
,,"Carvalho, 1956",,,Lygus kusaiensis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Miridae,4319.0,Lygus,2010563.0,[],8324342,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:53.894+0000,,6544940,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Lygus,2010563,Arthropoda,54,SPECIES,,"Lygus kusaiensis Carvalho, 1956",116032017,Lygus kusaiensis,8324342.0,False,gbif:8324342,ACCEPTED,Lygus kusaiensis
,,"Burmeister, 1855",,,Protoparce,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Sphingidae,8868.0,Protoparce,4703461.0,['NO_SPECIES'],4703461,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:51:42.536+0000,,9266906,SCIENTIFIC,[],4703461.0,0,Lepidoptera,797,SOURCE,Sphingidae,8868,Arthropoda,54,GENUS,,"Protoparce Burmeister, 1855",107474752,,,False,gbif:4703461,DOUBTFUL,Protoparce
,,"Linnaeus, 1758",,,Ficus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Moraceae,6640.0,Ficus,2984588.0,[],2984588,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:36:56.771+0000,,4439155,SCIENTIFIC,[],2984588.0,1456,Rosales,691,SOURCE,Moraceae,6640,Tracheophyta,7707728,GENUS,,"Ficus Linnaeus, 1758",121264758,,,False,gbif:2984588,ACCEPTED,Ficus
,,"Gray, 1828",,,Ceroplastes,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Ceroplastes,2092293.0,[],2092293,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:58.997+0000,,2247636,SCIENTIFIC,[],2092293.0,132,Hemiptera,809,SOURCE,Coccidae,6963,Arthropoda,54,GENUS,,"Ceroplastes Gray, 1828",121150390,,,False,gbif:2092293,ACCEPTED,Ceroplastes ceriferus
,,"Gmelin, 1788",,,Euploea leucostictos,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Nymphalidae,7017.0,Euploea,1916794.0,['PUBLISHED_BEFORE_GENUS'],5136414,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:49:14.353+0000,,4304157,SCIENTIFIC,[],5136414.0,0,Lepidoptera,797,SOURCE,Euploea,1916794,Arthropoda,54,SPECIES,,"Euploea leucostictos Gmelin, 1788",110511526,Euploea leucostictos,5136414.0,False,gbif:5136414,ACCEPTED,Euploea leucostictos
,,Roscoe,,,Zingiber officinale,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Zingiberaceae,4687.0,Zingiber,2756693.0,[],2757280,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:46:30.589+0000,,11983894,SCIENTIFIC,[],2757280.0,0,Zingiberales,627,SOURCE,Zingiber,2756693,Tracheophyta,7707728,SPECIES,,Zingiber officinale Roscoe,111803426,Zingiber officinale,2757280.0,False,gbif:2757280,ACCEPTED,Zingiber officinale
,,"Guenée, 1854",,,Ostrinia furnacalis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Crambidae,8841.0,Ostrinia,1886289.0,[],1886362,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:52:51.032+0000,,7957494,SCIENTIFIC,[],1886362.0,0,Lepidoptera,797,SOURCE,Ostrinia,1886289,Arthropoda,54,SPECIES,,"Ostrinia furnacalis Guenée, 1854",110538911,Ostrinia furnacalis,1886362.0,False,gbif:1886362,ACCEPTED,Ostrinia furnacalis
,,L.,,,Psidium guajava,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Myrtaceae,5014.0,Psidium,3187232.0,[],5420380,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:34:29.718+0000,,9435939,SCIENTIFIC,[],5420380.0,0,Myrtales,690,SOURCE,Psidium,3187232,Tracheophyta,7707728,SPECIES,,Psidium guajava L.,116447006,Psidium guajava,5420380.0,False,gbif:5420380,ACCEPTED,Psidium guajava
,,"De Lotto, 1969",,,Saissetia neglecta,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Saissetia,2091083.0,[],5163430,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:00.386+0000,,9993509,SCIENTIFIC,[],5163430.0,0,Hemiptera,809,SOURCE,Saissetia,2091083,Arthropoda,54,SPECIES,,"Saissetia neglecta De Lotto, 1969",110090041,Saissetia neglecta,5163430.0,False,gbif:5163430,ACCEPTED,Saissetia neglecta
,," (Signoret, 1873)",,,Kilifia acuminata,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Kilifia,2091496.0,['ORIGINAL_NAME_DERIVED'],5163553,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:00.753+0000,,5869002,SCIENTIFIC,[],5163553.0,0,Hemiptera,809,SOURCE,Kilifia,2091496,Arthropoda,54,SPECIES,,"Kilifia acuminata (Signoret, 1873)",110088559,Kilifia acuminata,5163553.0,False,gbif:5163553,ACCEPTED,Kilifia acuminata
,,"De Lotto, 1965",,,Kilifia deltoides,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Kilifia,2091496.0,[],5163561,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:00.781+0000,,5869036,SCIENTIFIC,[],5163561.0,0,Hemiptera,809,SOURCE,Kilifia,2091496,Arthropoda,54,SPECIES,,"Kilifia deltoides De Lotto, 1965",110088571,Kilifia deltoides,5163561.0,False,gbif:5163561,ACCEPTED,Kilifia deltoides
,," (Maskell, 1896)",,,Aleurothrixus floccosus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Aleyrodidae,4304.0,Aleurothrixus,2012135.0,[],2012137,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:39.680+0000,,416850,SCIENTIFIC,[],2012137.0,0,Hemiptera,809,SOURCE,Aleurothrixus,2012135,Arthropoda,54,SPECIES,,"Aleurothrixus floccosus (Maskell, 1896)",110071593,Aleurothrixus floccosus,2012137.0,False,gbif:2012137,ACCEPTED,Aleurothrixus floccosus
,,"Comstock, 1881",,,Parlatoria pergandii,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Parlatoria,2085650.0,[],5162255,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:47.829+0000,,8249289,SCIENTIFIC,[],5162255.0,0,Hemiptera,809,SOURCE,Parlatoria,2085650,Arthropoda,54,SPECIES,,"Parlatoria pergandii Comstock, 1881",110097230,Parlatoria pergandii,5162255.0,False,gbif:5162255,ACCEPTED,Parlatoria pergandii
,,"Snyder, 1922",,,Neotermes connexus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Kalotermitidae,4353.0,Neotermes,2007329.0,[],2007333,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:06.278+0000,,7476061,SCIENTIFIC,[],2007333.0,0,Isoptera,999,SOURCE,Neotermes,2007329,Arthropoda,54,SPECIES,,"Neotermes connexus Snyder, 1922",110368002,Neotermes connexus,2007333.0,False,gbif:2007333,ACCEPTED,Neotermes connexus
,,"Meyrick, 1886",,,Dudua aprobola,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Tortricidae,5343.0,Dudua,1740814.0,[],1740828,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:48:53.028+0000,,3753138,SCIENTIFIC,[],1740828.0,0,Lepidoptera,797,SOURCE,Dudua,1740814,Arthropoda,54,SPECIES,,"Dudua aprobola Meyrick, 1886",110565471,Dudua aprobola,1740828.0,False,gbif:1740828,ACCEPTED,Dudua aprobola
,,"Hampson, 1913",,,Anua tongaensis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Noctuidae,7015.0,Anua,1779462.0,[],1779563,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:50:57.939+0000,,783515,SCIENTIFIC,[],1779563.0,0,Lepidoptera,797,SOURCE,Anua,1779462,Arthropoda,54,SPECIES,,"Anua tongaensis Hampson, 1913",110459365,Anua tongaensis,1779563.0,False,gbif:1779563,ACCEPTED,Anua tongaensis
,,"Walker, 1863",,,Strepsicrates ejectana,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Tortricidae,5343.0,Strepsicrates,1743318.0,['PUBLISHED_BEFORE_GENUS'],1743319,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:48:58.275+0000,,10791273,SCIENTIFIC,[],1743319.0,0,Lepidoptera,797,SOURCE,Strepsicrates,1743318,Arthropoda,54,SPECIES,,"Strepsicrates ejectana Walker, 1863",110571876,Strepsicrates ejectana,1743319.0,False,gbif:1743319,ACCEPTED,Strepsicrates ejectana
,,L.,,,Erythrina variegata,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386.0,Erythrina,2945830.0,[],5349581,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:23:01.521+0000,,4146960,SCIENTIFIC,[],5349581.0,3,Fabales,1370,SOURCE,Erythrina,2945830,Tracheophyta,7707728,SPECIES,,Erythrina variegata L.,112114911,Erythrina variegata,5349581.0,False,gbif:5349581,ACCEPTED,Erythrina variegata
,," (Cockerell & Parrott in Cockerell, 1899)",,,Saissetia miranda,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Saissetia,2091083.0,[],8259259,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:00.322+0000,,9993467,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Saissetia,2091083,Arthropoda,54,SPECIES,,"Saissetia miranda (Cockerell & Parrott in Cockerell, 1899)",110090028,Saissetia miranda,8259259.0,False,gbif:8259259,ACCEPTED,Saissetia miranda
,,"Geyer, 1837",,,Agathodes ostentalis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Crambidae,8841.0,Agathodes,1883459.0,['PUBLISHED_BEFORE_GENUS'],5127097,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:52:22.233+0000,,323923,SCIENTIFIC,[],5127097.0,0,Lepidoptera,797,SOURCE,Agathodes,1883459,Arthropoda,54,SPECIES,,"Agathodes ostentalis Geyer, 1837",110532088,Agathodes ostentalis,5127097.0,False,gbif:5127097,ACCEPTED,Agathodes ostentalis
