accepted,acceptedKey,authorship,basionym,basionymKey,canonicalName,class,classKey,constituentKey,datasetKey,family,familyKey,genus,genusKey,issues,key,kingdom,kingdomKey,lastCrawled,lastInterpreted,modified,nameKey,nameType,nomenclaturalStatus,nubKey,numDescendants,order,orderKey,origin,parent,parentKey,phylum,phylumKey,rank,remarks,scientificName,sourceTaxonKey,species,speciesKey,synonym,taxonID,taxonomicStatus,verbatimScientificName
,," (Cockerell, 1893)",,,Ferrisia virgata,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Ferrisia,8268438.0,['ORIGINAL_NAME_DERIVED'],2093900,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:38.149+0000,,4424330,SCIENTIFIC,[],2093900.0,0,Hemiptera,809,SOURCE,Ferrisia,8268438,Arthropoda,54,SPECIES,,"Ferrisia virgata (Cockerell, 1893)",110104738,Ferrisia virgata,2093900.0,False,gbif:2093900,ACCEPTED,Ferrisia virgata
,," (Westwood, 1851)",,,Proutista moesta,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Derbidae,4247.0,Proutista,2062851.0,['ORIGINAL_NAME_DERIVED'],2062873,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:43.590+0000,,9274624,SCIENTIFIC,[],2062873.0,0,Hemiptera,809,SOURCE,Proutista,2062851,Arthropoda,54,SPECIES,,"Proutista moesta (Westwood, 1851)",110042889,Proutista moesta,2062873.0,False,gbif:2062873,ACCEPTED,Proutista moesta
,," (Stål, 1854)",,,Lamenia caliginea,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Derbidae,4247.0,Lamenia,2063214.0,['ORIGINAL_NAME_DERIVED'],2063240,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:44.716+0000,,5979285,SCIENTIFIC,[],2063240.0,0,Hemiptera,809,SOURCE,Lamenia,2063214,Arthropoda,54,SPECIES,,"Lamenia caliginea (Stål, 1854)",110058085,Lamenia caliginea,2063240.0,False,gbif:2063240,ACCEPTED,Lamenia caliginea
,," (Signoret, 1882)",,,Ischnaspis longirostris,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Ischnaspis,2083123.0,['ORIGINAL_NAME_DERIVED'],5161411,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:37.598+0000,,5743936,SCIENTIFIC,[],5161411.0,0,Hemiptera,809,SOURCE,Ischnaspis,2083123,Arthropoda,54,SPECIES,,"Ischnaspis longirostris (Signoret, 1882)",110094929,Ischnaspis longirostris,5161411.0,False,gbif:5161411,ACCEPTED,Ischnaspis longirostris
,,"Beardsley, 1966",,,Pseudococcus microadonidum,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Pseudococcus,2081087.0,[],2095276,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:46.280+0000,,9343371,SCIENTIFIC,[],2095276.0,0,Hemiptera,809,SOURCE,Pseudococcus,2081087,Arthropoda,54,SPECIES,,"Pseudococcus microadonidum Beardsley, 1966",110106885,Pseudococcus microadonidum,2095276.0,False,gbif:2095276,ACCEPTED,Pseudococcus microadonidum
,,"Takahashi, 1939",,,Pseudococcus orchidicola,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Pseudococcus,2081087.0,[],2095308,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:46.251+0000,,9341582,SCIENTIFIC,[],2095308.0,0,Hemiptera,809,SOURCE,Pseudococcus,2081087,Arthropoda,54,SPECIES,,"Pseudococcus orchidicola Takahashi, 1939",110106911,Pseudococcus orchidicola,2095308.0,False,gbif:2095308,ACCEPTED,Pseudococcus orchidicola
,,"Signoret, 1869",,,Diaspis boisduvalii,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Diaspis,2087402.0,[],2087459,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:46.757+0000,,3462818,SCIENTIFIC,[],2087459.0,0,Hemiptera,809,SOURCE,Diaspis,2087402,Arthropoda,54,SPECIES,,"Diaspis boisduvalii Signoret, 1869",110093531,Diaspis boisduvalii,2087459.0,False,gbif:2087459,ACCEPTED,Diaspis boisduvalii
,," (Walker, 1852)",,,Saissetia coffeae,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Saissetia,2091083.0,['ORIGINAL_NAME_DERIVED'],5163470,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:00.262+0000,,9993298,SCIENTIFIC,[],5163470.0,0,Hemiptera,809,SOURCE,Saissetia,2091083,Arthropoda,54,SPECIES,,"Saissetia coffeae (Walker, 1852)",110089976,Saissetia coffeae,5163470.0,False,gbif:5163470,ACCEPTED,Saissetia coffeae
,," (Morgan, 1889)",,,Chrysomphalus dictyospermi,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Chrysomphalus,2083434.0,['ORIGINAL_NAME_DERIVED'],2083463,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:52.808+0000,,2465227,SCIENTIFIC,[],2083463.0,0,Hemiptera,809,SOURCE,Chrysomphalus,2083434,Arthropoda,54,SPECIES,,"Chrysomphalus dictyospermi (Morgan, 1889)",110092416,Chrysomphalus dictyospermi,2083463.0,False,gbif:2083463,ACCEPTED,Chrysomphalus dictyospermi
,," (Green, 1889)",,,Coccus viridis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Coccus,2049629.0,['ORIGINAL_NAME_DERIVED'],5163369,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:56.527+0000,,2664352,SCIENTIFIC,[],5163369.0,0,Hemiptera,809,SOURCE,Coccus,2049629,Arthropoda,54,SPECIES,,"Coccus viridis (Green, 1889)",110088000,Coccus viridis,5163369.0,False,gbif:5163369,ACCEPTED,Coccus viridis
,,"Linnaeus, 1758",,,Coccus hesperidum,Insecta,216,80b4b440-eaca-4860-aadf-d0dfdd3e856e,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Coccus,2049629.0,['ORTHOGRAPHIC_VARIANT'],5712981,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:56.119+0000,,2663726,SCIENTIFIC,[],5712981.0,0,Hemiptera,809,SOURCE,Coccus,2049629,Arthropoda,54,SPECIES,"Possible variant of Coccus hesperidum Hall, 1922","Coccus hesperidum Linnaeus, 1758",100083316,Coccus hesperidum,5712981.0,False,gbif:5712981,ACCEPTED,Coccus hesperidum
,,"Morrison, 1927",,,Steatococcus samaraius,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Margarodidae,8651.0,Steatococcus,2079873.0,[],2079883,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:05.053+0000,,10675955,SCIENTIFIC,[],2079883.0,0,Hemiptera,809,SOURCE,Steatococcus,2079873,Arthropoda,54,SPECIES,,"Steatococcus samaraius Morrison, 1927",110102776,Steatococcus samaraius,2079883.0,False,gbif:2079883,ACCEPTED,Steatococcus samaraius
,,"McKenzie, 1938",,,Aonidiella inornata,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Aonidiella,2082961.0,[],2083004,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:55.258+0000,,788062,SCIENTIFIC,[],2083004.0,0,Hemiptera,809,SOURCE,Aonidiella,2082961,Arthropoda,54,SPECIES,,"Aonidiella inornata McKenzie, 1938",110091109,Aonidiella inornata,2083004.0,False,gbif:2083004,ACCEPTED,Aonidiella inornata
,,"Berlese & Leonardi, 1895",,,Aonidiella,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Aonidiella,2082961.0,[],2082961,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:55.198+0000,,787920,SCIENTIFIC,[],2082961.0,31,Hemiptera,809,SOURCE,Diaspididae,4521,Arthropoda,54,GENUS,,"Aonidiella Berlese & Leonardi, 1895",121154964,,,False,gbif:2082961,ACCEPTED,Aonidiella aurantii
,,"Coquerel, 1859",,,Pentalonia nigronervosa,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Aphididae,3042.0,Pentalonia,2074687.0,[],2074692,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:51.234+0000,,8383634,SCIENTIFIC,[],2074692.0,0,Hemiptera,809,SOURCE,Pentalonia,2074687,Arthropoda,54,SPECIES,,"Pentalonia nigronervosa Coquerel, 1859",117311410,Pentalonia nigronervosa,2074692.0,False,gbif:2074692,ACCEPTED,Pentalonia nigronervosa
,,"Glover, 1877",,,Aphis gossypii,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Aphididae,3042.0,Aphis,8643682.0,[],2072734,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:23.233+0000,2016-07-28T16:35:12.927+0000,818566,SCIENTIFIC,[],2072734.0,2,Hemiptera,809,SOURCE,Aphis,8643682,Arthropoda,54,SPECIES,,"Aphis gossypii Glover, 1877",117314790,Aphis gossypii,2072734.0,False,gbif:2072734,ACCEPTED,Aphis gossypii
,,"Fabricius, 1775",,,Spodoptera litura,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Noctuidae,7015.0,Spodoptera,1765207.0,['PUBLISHED_BEFORE_GENUS'],5109882,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:51:24.176+0000,,10615962,SCIENTIFIC,[],5109882.0,0,Lepidoptera,797,SOURCE,Spodoptera,1765207,Arthropoda,54,SPECIES,,"Spodoptera litura Fabricius, 1775",110481894,Spodoptera litura,5109882.0,False,gbif:5109882,ACCEPTED,Spodoptera litura
,,"Linnaeus, 1767",,,Erionota thrax,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Hesperiidae,6953.0,Erionota,1946721.0,['PUBLISHED_BEFORE_GENUS'],1946737,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:49:56.774+0000,,4114525,SCIENTIFIC,[],1946737.0,0,Lepidoptera,797,SOURCE,Erionota,1946721,Arthropoda,54,SPECIES,,"Erionota thrax Linnaeus, 1767",110430753,Erionota thrax,1946737.0,False,gbif:1946737,ACCEPTED,Erionota thrax
"Othreis fullonia Clerck, 1764",1772630.0," (Clerck, 1764)","Othreis fullonia Clerck, 1764",1772630.0,Eudocima fullonia,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Noctuidae,7015.0,Othreis,1772611.0,"['ORIGINAL_NAME_DERIVED', 'CONFLICTING_BASIONYM_COMBINATION']",4687390,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:51:04.186+0000,,4214356,SCIENTIFIC,[],4687390.0,0,Lepidoptera,797,SOURCE,Othreis,1772611,Arthropoda,54,SPECIES,"Originally found in sources as accepted taxon within Eudocima Billberg, 1820","Eudocima fullonia (Clerck, 1764)",107359189,Othreis fullonia,1772630.0,True,gbif:4687390,HOMOTYPIC_SYNONYM,Eudocima fullonia
,," (Stål, 1861)","Acridium excavatum Stål, 1861",5098772.0,Valanga excavata,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Acrididae,9394.0,Valanga,1707447.0,['ORIGINAL_NAME_DERIVED'],1707539,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:43:57.008+0000,,11682638,SCIENTIFIC,[],1707539.0,0,Orthoptera,1458,SOURCE,Valanga,1707447,Arthropoda,54,SPECIES,,"Valanga excavata (Stål, 1861)",115752895,Valanga excavata,1707539.0,False,gbif:1707539,ACCEPTED,Valanga excavata
,," (Burmeister, H., 1838)","Acridium nigricornis Burmeister, H., 1838",5098770.0,Valanga nigricornis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Acrididae,9394.0,Valanga,1707447.0,['ORIGINAL_NAME_DERIVED'],1707497,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:43:57.015+0000,,11682747,SCIENTIFIC,[],1707497.0,22,Orthoptera,1458,SOURCE,Valanga,1707447,Arthropoda,54,SPECIES,,"Valanga nigricornis (Burmeister, H., 1838)",116198907,Valanga nigricornis,1707497.0,False,gbif:1707497,ACCEPTED,Valanga nigricornis
,,L.,,,Phaseolus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386.0,Phaseolus,2947798.0,[],2947798,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:21:43.329+0000,,8530321,SCIENTIFIC,[],2947798.0,374,Fabales,1370,SOURCE,Fabaceae,5386,Tracheophyta,7707728,GENUS,,Phaseolus L.,121255982,,,False,gbif:2947798,ACCEPTED,Phaseolus
,," (Banks, 1904)","Tarsonemus latus Banks, 1904",4542901.0,Polyphagotarsonemus latus,Arachnida,367,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Tarsonemidae,6059.0,Polyphagotarsonemus,2131853.0,['ORIGINAL_NAME_DERIVED'],2131854,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:24:16.942+0000,,9043153,SCIENTIFIC,[],2131854.0,0,Prostigmata,372,SOURCE,Polyphagotarsonemus,2131853,Arthropoda,54,SPECIES,,"Polyphagotarsonemus latus (Banks, 1904)",109443780,Polyphagotarsonemus latus,2131854.0,False,gbif:2131854,ACCEPTED,Polyphagotarsonemus latus
,,"Banks, 1900",,,Tetranychus tumidus,Arachnida,367,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Tetranychidae,6057.0,Tetranychus,2130777.0,[],2130247,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:25:00.468+0000,,11122166,SCIENTIFIC,[],2130247.0,0,Prostigmata,372,SOURCE,Tetranychus,2130777,Arthropoda,54,SPECIES,,"Tetranychus tumidus Banks, 1900",109443234,Tetranychus tumidus,2130247.0,False,gbif:2130247,ACCEPTED,Tetranychus tumidus
,," (Motschulsky, 1858)","Metachroma signata Motschulsky, 1858",5809067.0,Pagria signata,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Chrysomelidae,7780.0,Pagria,1047956.0,['ORIGINAL_NAME_DERIVED'],1047957,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:25.645+0000,,8058486,SCIENTIFIC,[],1047957.0,0,Coleoptera,1470,SOURCE,Pagria,1047956,Arthropoda,54,SPECIES,,"Pagria signata (Motschulsky, 1858)",120951786,Pagria signata,1047957.0,False,gbif:1047957,ACCEPTED,Pagria signata
,," (Tryon, 1951)",,,Ophiomyia phaseoli,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Agromyzidae,3329.0,Ophiomyia,1552947.0,[],1553148,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:44:20.754+0000,,7829592,SCIENTIFIC,[],1553148.0,0,Diptera,811,SOURCE,Ophiomyia,1552947,Arthropoda,54,SPECIES,,"Ophiomyia phaseoli (Tryon, 1951)",109876095,Ophiomyia phaseoli,1553148.0,False,gbif:1553148,ACCEPTED,Ophiomyia phaseoli
,,"Zehntner, 1900",,,Melanagromyza sojae,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Agromyzidae,3329.0,Melanagromyza,1554236.0,['PUBLISHED_BEFORE_GENUS'],1554642,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:44:29.585+0000,,6803842,SCIENTIFIC,[],1554642.0,0,Diptera,811,SOURCE,Melanagromyza,1554236,Arthropoda,54,SPECIES,,"Melanagromyza sojae Zehntner, 1900",109875679,Melanagromyza sojae,1554642.0,False,gbif:1554642,ACCEPTED,Melanagromyza sojae
,,"Blanchard, 1938",,,Liriomyza sativae,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Agromyzidae,3329.0,Liriomyza,1553283.0,[],1553757,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:44:23.810+0000,,6381422,SCIENTIFIC,[],1553757.0,0,Diptera,811,SOURCE,Liriomyza,1553283,Arthropoda,54,SPECIES,,"Liriomyza sativae Blanchard, 1938",109875234,Liriomyza sativae,1553757.0,False,gbif:1553757,ACCEPTED,Liriomyza sativae
,,"Burgess, 1880",,,Liriomyza trifolii,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Agromyzidae,3329.0,Liriomyza,1553283.0,['PUBLISHED_BEFORE_GENUS'],1553384,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:44:23.399+0000,,6381817,SCIENTIFIC,[],1553384.0,0,Diptera,811,SOURCE,Liriomyza,1553283,Arthropoda,54,SPECIES,,"Liriomyza trifolii Burgess, 1880",109875303,Liriomyza trifolii,1553384.0,False,gbif:1553384,ACCEPTED,Liriomyza trifolii
,,"Dallas, 1852",,,Nysius,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Lygaeidae,7888.0,Nysius,2007771.0,[],2007771,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:13.032+0000,,7652637,SCIENTIFIC,[],2007771.0,66,Hemiptera,809,SOURCE,Lygaeidae,7888,Arthropoda,54,GENUS,,"Nysius Dallas, 1852",121056314,,,False,gbif:2007771,ACCEPTED,Nysius pulchellus
,,"Carvalho, 1956",,,Lygus trukensis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Miridae,4319.0,Lygus,2010563.0,[],8054296,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:53.890+0000,,6545755,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Lygus,2010563,Arthropoda,54,SPECIES,,"Lygus trukensis Carvalho, 1956",115776525,Lygus trukensis,8054296.0,False,gbif:8054296,ACCEPTED,Lygus trukensis
,,"Boisduval, 1835",,,Brachyplatys,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Plataspidae,9652.0,Brachyplatys,5431403.0,[],5431403,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:28:59.539+0000,,1603801,SCIENTIFIC,[],5431403.0,6,Hemiptera,809,SOURCE,Plataspidae,9652,Arthropoda,54,GENUS,,"Brachyplatys Boisduval, 1835",107128399,,,False,gbif:5431403,ACCEPTED,Brachyplatys insularis
,," (Linnaeus, 1758)",,,Nezara viridula,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pentatomidae,9650.0,Nezara,2078851.0,['ORIGINAL_NAME_DERIVED'],2078852,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:04.224+0000,,7526725,SCIENTIFIC,[],2078852.0,0,Hemiptera,809,SOURCE,Nezara,2078851,Arthropoda,54,SPECIES,,"Nezara viridula (Linnaeus, 1758)",110167847,Nezara viridula,2078852.0,False,gbif:2078852,ACCEPTED,Nezara viridula
,,"Fieber, 1860",,,Piezodorus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pentatomidae,9650.0,Piezodorus,2078820.0,[],2078820,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:03.008+0000,,8737303,SCIENTIFIC,[],2078820.0,3,Hemiptera,809,SOURCE,Pentatomidae,9650,Arthropoda,54,GENUS,,"Piezodorus Fieber, 1860",121149236,,,False,gbif:2078820,ACCEPTED,Piezodorus hybneri
,,"Reuter, 1891",,,Halticus tibialis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Miridae,4319.0,Halticus,2010238.0,[],5812901,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:06.632+0000,,4979161,SCIENTIFIC,[],5812901.0,0,Hemiptera,809,SOURCE,Halticus,2010238,Arthropoda,54,SPECIES,,"Halticus tibialis Reuter, 1891",115736418,Halticus tibialis,5812901.0,False,gbif:5812901,ACCEPTED,Halticus tibialis
,,"de Laporte, 1832",,,Coptosoma,Insecta,216,88f4e35a-bdf8-4aa2-9a1b-56401d4eed15,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Plataspidae,9652.0,Coptosoma,3265959.0,[],3265959,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:28:59.583+0000,,2831664,SCIENTIFIC,[],3265959.0,18,Hemiptera,809,SOURCE,Plataspidae,9652,Arthropoda,54,GENUS,,"Coptosoma de Laporte, 1832",116792603,,,False,gbif:3265959,ACCEPTED,Coptosoma xanthogramma
,,"Metcalf, 1946",,,Empoasca pitiensis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cicadellidae,9647.0,Empoasca,8222044.0,[],5986019,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:20.158+0000,2016-07-28T13:30:08.413+0000,3922557,SCIENTIFIC,[],5986019.0,0,Hemiptera,809,SOURCE,Empoasca,8222044,Arthropoda,54,SPECIES,,"Empoasca pitiensis Metcalf, 1946",117879929,Empoasca pitiensis,5986019.0,False,gbif:5986019,ACCEPTED,Empoasca pitiensis
,,Fabricius,,,Leptocentrus taurus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Membracidae,7889.0,Leptocentrus,2021984.0,[],2022062,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:17.151+0000,,6196489,SCIENTIFIC,[],2022062.0,0,Hemiptera,809,SOURCE,Leptocentrus,2021984,Arthropoda,54,SPECIES,,Leptocentrus taurus Fabricius,110160065,Leptocentrus taurus,2022062.0,False,gbif:2022062,ACCEPTED,Leptocentrus taurus
,,"Stål, 1855",,,Exitianus capicola,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cicadellidae,9647.0,Exitianus,2048891.0,['PUBLISHED_BEFORE_GENUS'],2048896,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:19.461+0000,2016-07-28T13:35:50.027+0000,4378727,SCIENTIFIC,[],2048896.0,0,Hemiptera,809,SOURCE,Exitianus,2048891,Arthropoda,54,SPECIES,,"Exitianus capicola Stål, 1855",110145598,Exitianus capicola,2048896.0,False,gbif:2048896,ACCEPTED,Exitianus capicola
,," (Gennadius, 1889)",,,Bemisia tabaci,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Aleyrodidae,4304.0,Bemisia,2012123.0,['ORIGINAL_NAME_DERIVED'],2012126,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:39.279+0000,,1429102,SCIENTIFIC,[],2012126.0,0,Hemiptera,809,SOURCE,Bemisia,2012123,Arthropoda,54,SPECIES,,"Bemisia tabaci (Gennadius, 1889)",110071907,Bemisia tabaci,2012126.0,False,gbif:2012126,ACCEPTED,Bemisia tabaci
,," (Sulzer, 1776)",,,Myzus persicae,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Aphididae,3042.0,Myzus,2076150.0,[],2076179,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:30.702+0000,2016-07-28T16:30:18.435+0000,7324524,SCIENTIFIC,[],2076179.0,2,Hemiptera,809,SOURCE,Myzus,2076150,Arthropoda,54,SPECIES,,"Myzus persicae (Sulzer, 1776)",117313345,Myzus persicae,2076179.0,False,gbif:2076179,ACCEPTED,Myzus persicae
,,"Koch, C.L., 1854",,,Aphis craccivora,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Aphididae,3042.0,Aphis,8643682.0,[],8414954,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:23.358+0000,2016-07-28T16:34:52.332+0000,817187,SCIENTIFIC,[],,2,Hemiptera,809,SOURCE,Aphis,8643682,Arthropoda,54,SPECIES,,"Aphis craccivora Koch, C.L., 1854",116229191,Aphis craccivora,8414954.0,False,gbif:8414954,ACCEPTED,Aphis craccivora
,,"Geyer, 1832",,,Maruca testulalis,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Crambidae,8841.0,Maruca,1886725.0,['PUBLISHED_BEFORE_GENUS'],1886730,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:52:38.048+0000,,6716028,SCIENTIFIC,[],1886730.0,0,Lepidoptera,797,SOURCE,Maruca,1886725,Arthropoda,54,SPECIES,,"Maruca testulalis Geyer, 1832",107244514,Maruca testulalis,1886730.0,False,gbif:1886730,ACCEPTED,Maruca testulalis
,,"Boisduval, 1833",,,Spodoptera mauritia,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Noctuidae,7015.0,Spodoptera,1765207.0,['PUBLISHED_BEFORE_GENUS'],5109848,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:51:23.998+0000,,10616332,SCIENTIFIC,[],5109848.0,0,Lepidoptera,797,SOURCE,Spodoptera,1765207,Arthropoda,54,SPECIES,,"Spodoptera mauritia Boisduval, 1833",110481897,Spodoptera mauritia,5109848.0,False,gbif:5109848,ACCEPTED,Spodoptera mauritia
